"","...1","Category","ProductName","Reviewer","Review","TypeOfReviewer","ReviewDate","Rating"
"1249",1249,"mens shorts","tommy hilfiger men's polar fleece vest","vrodboy","        a medium fits like a small....returned to amazon  ","verified purchase","2023-10-31",3
"1250",1250,"mens shorts","tommy hilfiger men's polar fleece vest","guiselle calvo pérez","      muy bueno, bonito y funcional, a mi papá le encanto, lo usa muchísimo.    ","verified purchase","2023-09-24",5
"1251",1251,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","karen adams","        coat is very nice…seems to fit on large size, but i can fix for hubby. quality is good and will be alright in the summer here in australia.more importantly hubby likes it.  ","verified purchase","2023-08-30",5
"1252",1252,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","fred","      arrivé dans les temps, il est beau couleur bien vive et tissu solide    ","verified purchase","2018-12-29",5
"1253",1253,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","starsurfer","        i bought this for a costume a few months ago and didn't want to review it until after i've worn it for the event so now i can give a more educated review.i carry all my weight around my waist and i normally use l or xl shirts (90% of my t-shirts are aeropostale so if you fit in a regular us l size that should give you an idea), just to be safe i thought i'd get a xxxl and take it in where needed (easier to remove cloth than add more). as it turns out it fit me just right, so if you're a bigger guy this is definitely not for you. the vest part is not going to forgive any beer belly. that said, there is a reason suits were tailored this way in the past, the coat is cut in a way that it gives a slimming effect around the waist and a bulkier appearance around the shoulders for a nicer v body shape.the coat is a little heavy and thankfully not lined. because it has a wide collar and it has no lining i could wear this and not get too hot despite being a relatively warm day. the coat felt about the same as if i was wearing a sweatshirt. a little warm but nothing unbearable in a late summer heat.the coatails are a little long and i could feel them hit the back of my boots when i took a step, but i have a long stride. if you wear this outdoors you might get mud on your coat if you're not careful (i'm 5'11 for the record) still they look fine and people said they didn't notice i was kicking them nor did they look ridiculously long as i feared.the arms were a bit long for me, when i bring my arms down the cuff came almost to my knuckles, but i can't fault them for that, it's impossible to get a perfect size on people of all shapes and sizes, just note that if you have short arms you may need to roll them a little or trim them. i intended to shorten them but in the end i went against it since i was tipping my hat for pictures and lifting my hands often holding the syringe so i rarely had my hands down for too long.i'm an amateur tailor, i know my way around sewing machines and i can vouch that the workmanship is pretty good, there were just a couple loose threads here and there but they were just leftovers from after they finished stitching and they cut the thread a little long, i just snipped the loose threads and went on my merry way, nothing was loose or at risk of unraveling, the vest ""buttons"" are actually snap fasteners and they took quite a beating from me test-wearing the outfit several times as more pieces were ready and yet i never had any issues with them.the label specifically said darcchic so i can't confirm my review applies to other lookalike products on amazon.  ","verified purchase","2018-11-16",5
"1254",1254,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","starsurfer","      era justo lo que esperaba, ideal para reflejar mi espíritu steampunk. tambien es complemento ideal para todas las presentaciones que hago.    ","verified purchase","2017-09-28",5
"1255",1255,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","francisco mesa fernández","        love this jacket for cosplay. good quality too. only thing is the best is attached too the coat.  ","verified purchase","2021-06-16",5
"1256",1256,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","travis","      l'ho preso per un cosplay di bloodborne, quindi non appena è arrivato l'ho modificato. la stoffa è ottima e veste molto bene. nelle varie modifiche è stato anche ritinteggiato di grigio e la stoffa ha tenuto benissimo.    ","verified purchase","2020-08-12",5
"1257",1257,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","anna","        i had my concerns about buying this product because a lot of the reviews said that the sizing was all messed up. not the case for me i just ordered my normal jacket size and this thing fits perfect and was absolutely shocked at how high-quality the material is that this thing is made out of. at the price i paid expected cheap flimsy material but what i got was nice thick denim style of fabric . jacket is very comfortable and stylish i plan on wearing it to a haunted mansion party and think it will deliver .  ","verified purchase","2019-07-11",5
"1258",1258,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","marc rizzotto","        after receiving other jackets from other sellers that was, quite frankly, crap. i was extremely happy to receive this one.still a budget jacket, but at least it looks like it should, just like pictured.the front is held together with push buttons, just as the collar mirrors.this coat helped med and my darling get voted ""most beautiful couple of the party"" so cannot complain.  ","verified purchase","2017-09-17",5
"1259",1259,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","amazon customer","        fits well, i like this but was a little disappointed with some of the raw edges. this isn't lined so you'll see all seams - worn with my steampunk outfit.  ","verified purchase","2017-11-14",5
"1260",1260,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","shoe monger","        perfect for my white rabbit cosplay, got a bigger size at first but then i went down a bit and dang i look sharp  ","verified purchase","2020-02-03",4
"1261",1261,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","miss tt","        this coat is really well made - and got amazing feedback at a steampunk wedding. everyone commented on how cool it was. very happy with purchase and would definitely recommend to anyone looking to stand out at a themed party.  ","verified purchase","2017-07-24",5
"1262",1262,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","miss tt","        like many of you reading these reviews, i struggled with determining which size to buy, since individual accounts of the fit vary wildly, from ""as expected"" to ""buy at least two sizes up!"" so i thought i'd add a detailed personal account of the size medium. hopefully it helps someone.i'm a male. 5'9"", 170 lbs. my build is slim/athletic. not skinny or anything, but fairly slim and i like my clothes the same way. this coat was perfect in medium, which is what i typically wear in everything. the shoulder seam hit right at the corner like it's supposed to (and my shoulders are somewhat broad). when i buttoned up the faux vest - the only way this coat fastens - it was not too tight, not too loose. the tails are dramatic - they hit at the mid-calf.as for the material, as others have stated it's similar to a soft denim. pretty comfy. as a backup i ordered one of those cheap polyester versions of this coat from one of the many generic sellers on here, in case this one didn't fit, but that's going straight back. this one is high quality enough to wear as regular clothes, if i felt like it.oh, and i got it in the burgundy color, which was, well, burgundy. or maroon. purplish-red.very happy with this. i recommend ordering your normal size in shirts if you're pondering this decision as i did.  ","verified purchase","2021-10-10",5
"1263",1263,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","jon gerblick","        husband loved this!!!!  ","verified purchase","2020-02-16",5
"1264",1264,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","amber knight","        i love the look and fit.  the material is denim and is durable.  as coat, the material (denim) does feel a little on the cheap side for this kind of styling.  i would have expected something thicker and of better quality.  with that said, it looks great.  the fit is two sizes small in my opinion.  i wear a large, so i ordered xl, but even that was a bit snug.  i would order two sizes larger if i was to do it again, but the xl works so i'm not going to go through the hassle of returning it and getting the xxl.  i'm 5'7"" tall and weight 180 pounds.  i have a slim frame through, but am told, i look solid.  the only thing about the styling that i would change about this coat are the shoulders - they slump.  i expected shoulders to be stiff, straight, and sharp, but when i tried on the coat, they noticeably slump.  nothing too awful, but takes down the look a notch.  ","verified purchase","2017-08-23",5
"1265",1265,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","kapnkoo","        shipping was surprisingly quick. the product is a little ""cheaper"" looking than we had anticipated. i purchased a large (for a friend) and to see if it would fit him for christmas, i tried it on. it is a bit small. i'm your average american girl (size 7-8 jeans, measurements 39-27-39, weight 145ish) and it was a bit tight around my bust (friend's chest is smaller than mine so should be okay there), but i expected that. the issue was the shoulders. i have kind of broad shoulders for a girl, but this coat i can barely move my arms around.even the sellers size chart is off, so pay attention to the comments and what others have said before you pick a size.secondly, the materials were much cheaper than anticipated. aside from that, everything was fine. the shipping took around 14 days, and coming from china, that's pretty good (amazon claims it takes nearly a month.)  ","verified purchase","2016-12-06",4
"1266",1266,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","rebecca shanks","        i'm surprised it is as small as it is, i ordered 2 sizes too big for me and it only just fits, i won't be able to put on any weight. it looks really good though teamed up with a red shirt and a top hat, some steampunk trousers and black boots. my advice is to buy too big or you may be disappointed.  ","verified purchase","2017-10-12",4
"1267",1267,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","p. powell","        i nearly sent this back but decided not to and wore it to a party. so glad i didn't it's beautiful - i'm size 12/14 medium is perfect.  ","verified purchase","2017-09-26",4
"1268",1268,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","alison","        really great quality! fits a bit smaller than guide suggests. order size larger. we made it work by cutting out the vest part and just using it as a tail coat  ","verified purchase","2023-10-16",5
"1269",1269,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","j. blanchard","        came in a couple weeks early.  just in time for an easter getup i was putting together.fit's like a charm.  material is solid.i'm tall and skinny. so the vest part is loose, but not to loose.  my fault.  i need to put on some pounds.it is nice and long and very comfortable.can't wait to wear it for certain occasions.great coat.  ","verified purchase","2016-03-18",5
"1270",1270,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","eddie hoffman","        folks it’s tight for women in the chest/front side. i bought a large as men’s large polos swim on me and a medium  men’s polo is “just right”, but in this case, it’s designed for a european or asian framed male which is a “petite” for some americans. the length is right, the shoulders/upper arms tight, and the button front exactly right or slight split/peak-a-boo area in the chest. if you lift weights or bulk up your upper chest, this will be a size constriction challenge for you. if you’re a long distance runner with a lithe frame this might be too big or bulky for you.  ","verified purchase","2021-10-14",5
"1271",1271,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","harvey mccauley","        i love it just wish it was a bit more flexible in some areas  ","verified purchase","2017-09-01",5
"1272",1272,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","aeden","        i am 5'3"" 220lbs and bought the 4xl size in blue. it's a lot bluer in person than in the picture. it fits well for me, since i am heavy set, and am using it for a lefou costume, so i like how long it is on me. however, it smells like airesol spray, moth balls, or a really mildew heavy closet. it stinks !! it smells so bad that when i hung it up (after washing it) it stunk my entire room up!  ","verified purchase","2021-09-20",3
"1273",1273,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","aeden","        the coat arrived ahead of time, to my surprise. it fit me as expected, being that i looked at the actual sizing guide. snaps need a few buttonings and unbuttonings it work well, as with most fresh snaps. superb, denimesque suiting material construction, with good stitching. wouldn't load up the pockets, as location could result in bulging or hanging outside the coat. more for a phone or cards/cash. not really for change. coat is definitely fitted like a suit, so expect the same limited mobility issues that come with looking pimp i.e. not being able to raise your arms above chest/shoulder level (you can still play guitar way up high and dj on a keyboard stand just fine though). not really made for dancing, or constant wear i feel, if this is your look and want to wear it daily it could take it but would need care. considering getting a second one and chopping the sleeves for a more casual throw-over a fishnet/tanktop look. stock it is great for costuming and maybe taking to the club. wouldn't recommend for a formal event, not that kind of tailcoat. it is made for what it is made for and does it well! i use it for gigs and receive frequent compliments, and have used it quite a bit (with moderate abuse) and it has held up just fine. i can also attest to its versatility for those creative in their personal fashion vocabulary. it is best paired with pants of a similar material, but many styles supported here. it can just as easily wear it with a button-up and cravat/bowtie/ascot as i can throw a scarf around it or even rock a printed long sleeve tee and have even ventured to tank top or fishnet shirt. works amazingly with all. i continue to enjoy this product.  ","verified purchase","2017-07-19",3
"1274",1274,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","j bird","        10/10, perfect and reasonable price. this was a relative steal and delivered in mint condition  ","verified purchase","2016-11-11",5
"1275",1275,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","mr. go thomas","        son really loved this. the fit was perfect and he looked very good in it.  ","verified purchase","2020-12-08",5
"1276",1276,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","ron reynolds","        this coat is amazing.  i purchased it for halloween and i will be keeping it.  it's not cheap at all, and the built in vest really looks sharp.  ","verified purchase","2018-03-02",5
"1277",1277,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","brian p. green","        this coat is quite nice for a costume piece. it does run small, so if you think you are a large, get an xl or even xxl. the inner vest is actually part of the coat, not separate, and it buttons with snap buttons, which makes it easy to put on. if you don't like the vest, the vest flaps could be pinned back inside the coat using safety pins, and you can then wear your own vest or waistcoat instead (but you'll need to use safety pins or something else to get the vest flaps out of the way). the pockets are real functioning pockets, although not very deep, but i'm still surprised since so many costume coats just have fake pockets. basically, this coat is a notch above most others costume coats (while still being just a costume coat).  ","verified purchase","2020-02-01",5
"1278",1278,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","mark chase","        you will see me in it at steampunk whitby...nice  ","verified purchase","2017-10-11",5
"1279",1279,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","steve shepherd","        i can't fault the quality or the style, sadly the size is a bit too small but i'm hoping to lose a bit of weight so it fits.  ","verified purchase","2018-01-29",5
"1280",1280,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","mr richard hulse","        we got this jacket for our wedding, my fiance and i, and it was received promptly.  the color is a very rich dusty plum, and the fabric is a heavy, quality fabric.  the fit is a touch tight, so it may be a good idea to order the jacket and then take it to a tailor to get it fit correctly, as you should do all of your clothing.i love this particular jacket, and i can't wait to see my fiance wear it as we walk down the aisle together!  ","verified purchase","2019-09-15",4
"1281",1281,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","steven fisher","        the coat is great! i was expecting a crappy material, but this is made of a jean-like material that holds pretty well so far! plus, it looks great!  ","verified purchase","2017-11-15",5
"1282",1282,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","coryna james","        it fit my boyfriend pretty good.it does need to be ironed before wear.  ","verified purchase","2023-06-28",4
"1283",1283,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","coryna james","        heavy duty. fit is more towards the thin person.halloween outfit  ","verified purchase","2023-10-16",4
"1284",1284,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","kevin","        the fit was great on myhusband (6.5, 225lbs). he has long arms and he didn't look like frankenstein. it was the smell of vinegar that neither of us could take. we had to return it.  ","verified purchase","2023-06-03",5
"1285",1285,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","kevin","        great quality! i ordered a size up but it was still 2 sizes too small  ","verified purchase","2023-07-16",5
"1286",1286,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","m. s. mccollum","        the size chart and lack of mention that vest is attached are the only reasons i'm giving 4 rather than 5 stars.  the jacket is very well made and the cloth is very sturdy,durable, thick (kind of like a denim or thick duckcloth).  i am female with a large chest and ordered 2 sizes up from the size chart provided by the seller in their description, and it fit absolutely perfectly!  it's a shame you cannot trust their chart though.  for reference, 2 sizes up is a 10""difference in both chest and waist measurements on my body.  i was a little bummed that the vest is sewn to the jacket, but it does help give a beautiful fit.  i personally plan to remove the vest since i need to for the costume design i plan to use this with.  the tails are quite long and fall just below mid-calf on me (from hipbone to floor my leg is 37"").  ","verified purchase","2017-05-26",3
"1287",1287,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","smitty","        looks accurate for the period, mostly cotton, and comfortable to wear.  ","verified purchase","2023-07-25",3
"1288",1288,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","sapphire sultana","        the fit was great! i'm 5'10, 150lbs and got the small. it fit exactly as i wanted! the tails were not too long for me and the sleeves were just right. however, the jacket is made from a kind of heavy denim-like material so it isn't soft and very nice to the touch like a blazer or sport jacket would be. i was hoping it would have been a bit softer but i suppose that means the jacket will be more rugged and be able to withstand more abuse (not that i'll be trying to find out myself).i bought a separate waist coat to use under it, so i am either going to cut out the jacket's own faux-coat or unsnap the front buttons and pin the two sides back against the inside of the jacket. either option is very easy to do, if you're wondering, so you can either use the jacket with the faux-waist coat or without it.all in all, a decent jacket but the price is a bit high, for me, for what it's made from. the included faux-waistcoat is a nice touch, in case you want something like that and overall it would be a good option for a vampire, magician, goth, steampunk etc. style costume.  ","verified purchase","2016-07-20",4
"1289",1289,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","dean pitts","        i ordered a size large enough to fit my chest and waist, and the vest fits very tight, but the shoulders were falling off my shoulders and the sleeves hung 3"" past my hands! the tails of the coat literally drug on the ground three inches in flat shoes. you have to be very tall and thin to have a chance of getting this fit correctly, in my opinion.  ","verified purchase","2022-10-18",5
"1290",1290,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","gerard ferreira","        its a great jacket for the price. i enjoy wearing it but out of all my jackets its not my first choice. the fabric is thinner than i was hoping for but in turn it makes it pliable. the pockets are thin nylon i believe and have a tendency to stick out. do not wear this coat on a windy day, because the sides are fastened to the vest, it blows the lapels away revealing that it is all one jacket which i find embarrassing lol. also the wind will reveal the cheap fabric for the pockets. once again to reiterate this jacket is pretty cool for the price. also the snaps easily come undone and because i work out, my pecs pop the top snap off constantly lol.  ","verified purchase","2016-04-07",3
"1291",1291,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","trevor","        i'm a slender guy with no muscle whatsoever -- 30"" waist, 34"" chest, 28"" sleeve, about 135 pounds, 6 foot tall -- so if i went by the measurements provided in the coat description, a small would be more than big enough for me. after reading the other reviews, though, i went a size up and got a medium. it fits well in the chest but the sleeve are no where near long enough. if i keep my arms down, the sleeves end at my wrists with no slack to spare. if i raise my arms, the sleeves end at about the middle of my forearms. the material and overall quality, however, is very good. others are correct that the material feels like a very durable denim or canvas. it's not too stiff, though, in my opinion. i would have given this coat 5 stars but because of the sleeves i had to give it 3. i would return it for a large coat instead but i need this for halloween and it's currently not prime eligible.  ","verified purchase","2017-10-21",3
"1292",1292,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","josh burroughs","        was expecting halloween costume quality, way better. this is quite a nice coat! would buy again for sure.  ","verified purchase","2022-07-28",4
"1293",1293,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","brian","        the fit is great.  the fabric is slightly heavier than i expected, but i actually like that.  it does mean anything in warm weather could get extremely hot.  the only thing that takes a star off is the assembly quality.  i can't say stitching because that looks fine, but the fabric panels on the right side of the jacket for the one shipped to me don't line up on the inside and outside, which causes a slight ripple in the fabric of the jacket just above the waist that will not go away no matter what.  otherwise, it would be five stars.  ","verified purchase","2018-01-21",4
"1294",1294,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","susan lukse","        the jacket itself is made well. i ordered a large going off of all the reviews of it running small.either you all don't know how to dress, or shop and big and tall becuase i am 5'6"" weighing 180lbs with minimal fat (bmi of about 10-12) and this thing was huge on me in the arms and chest when i ordered a large. almost seems a small would fit.and now it's not on sale and i lost $10. just follow the chart and don't listen to reviews on this thing.  ","verified purchase","2017-05-16",4
"1295",1295,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","davin","        wow i got so many compliments at this theme weeding. lots of fun. watch the size comments i listened and went for a size too big because i felt like the comments where saying it was gonna be so small.....not really.  ","verified purchase","2022-06-01",5
"1296",1296,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","kristk","        i had to shorten the tails by six inches, so suitable for someone over six feet tall. fits loose enough to layer vest and sweater under, but my son is very thin. length of vest section is perfect. we layered another vest and shirt under.  ","verified purchase","2022-04-03",5
"1297",1297,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","matthew frakes & lauren veach-frakes","        i'm a tall person, so i purchased the xl knowing it may shrink a little in the wash.  after washing it fit fine except for the sleeves they ended up being a touch too short.  i didn't want to return the coat since i liked it otherwise, so i let out the cuff on the sleeves and rehemmed the cuffs, which gave me about another 1/2 inch on the cuffs.  would still like a little more sleeve length, but now at least it does look alright in the arms and generally fits well everywhere else.  ","verified purchase","2017-01-15",4
"1298",1298,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","dr. love","        even though i ordered the jacket two sizes larger (xl) than my normal size (med) it was still a bit tight. i should have ordered three sizes larger than my norm. i have to get help from my wife or someone else to get my right arm into it after i have inserted my left arm. so, i sprayed it with water and put it on and wore it till it dried on me. now it is much better.the jacket is a nice cut and fashionable. there is no lining in the jacket. i would have paid a few bucks more for a lining. a lining in a jacket like that protects the inner fabric and also facilitates a more comfortable experience. it is also easier to slip in and out of with a lining. unlined heavy material is kinda grabby to other fabrics.  ","verified purchase","2017-01-15",3
"1299",1299,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","amazon customer","        i'm in a christmas carol each year and this year the theater bought several tail coats off of amazon and the fabric was very light and thin like the cheap costumes you get at your local shopping center. this coat is made out of much nicer thick fabric and feels like it will last much longer. i was very impressed at the workmanship of this coat.  ","verified purchase","2021-04-21",5
"1300",1300,"mens shorts","darcchic mens gothic tailcoat jacket black steampunk vtg victorian coat","brian reaves","        i love the color of this and the fit. it really hangs well on the body and doesn't feel like it was cut weird or anything. the material is a denim-like material and the purple isn't as dark as it seems in the picture, but it's still purple and looks great. it is really lightweight and something you can easily move around in. i ordered a size up (i'm 6'0"" and 215 lbs and ordered an xl) and it fits perfectly. the length is good and doesn't drag the floor.  ","verified purchase","2018-10-03",5
"1301",1301,"mens shorts","legendary whitetails men's","steve sect","        very pleased. as advertised.  ","verified purchase","2024-01-29",5
"1302",1302,"mens shorts","legendary whitetails men's","gpl","        fantastic quality and looks great. could not be happier. maybe make them in america again.  ","verified purchase","2021-04-30",5
"1303",1303,"mens shorts","legendary whitetails men's","michael","        warm, comfortable...love it  ","verified purchase","2021-07-20",5
"1304",1304,"mens shorts","legendary whitetails men's","scott cunningham","        great stuff  ","verified purchase","2021-08-14",5
"1305",1305,"mens shorts","legendary whitetails men's","chris","        i am 1.87 tall and 92kg, bought the xlt and it is true to size. that matters a lot to me, because the item travels around the world and i try hard to avoid returns. this is a stylish and well cut vest. i love wearing it. workmanship and materials are impeccable. i would buy it again. if there are any downsides i struggle to find them, but here you are: i would much prefer it was not made in china (even if that made it a little more expensive), i would prefer the zipper would join on the other side, and i would prefer it was a double zipper. that said, i still feel it worth 5 stars.  ","verified purchase","2021-08-02",5
"1306",1306,"mens shorts","legendary whitetails men's","sylvie st-laurent","        fits great. true to size. use all the time!  ","verified purchase","2021-02-01",5
"1307",1307,"mens shorts","legendary whitetails men's","saul","        i bought it to use at work during our texas freeze and i loved it so much that i don’t even want to get it dirty! its awesome, fit perfectly, plenty of pockets and stylish  ","verified purchase","2024-01-23",5
"1308",1308,"mens shorts","legendary whitetails men's","robin richter","        this checked all the boxes.  i bought this for my brother-in-law for christmas, and although a few weeks out i have never felt so positive that he is going to love it.  it has a 'lux' look with a traditional plaid interior lining, that btw is a soft and visually just what you are looking for, making the vest perfect for the woods or that casual dinner engagement. seriously! this is one good-looking extension to a man's wardrobe -- and there are so many pockets for the outdoors person that needs to keep his phone, keys, and wallet safe, but also the small pocket light, the leatherman, or whatever else you need to have on your travels into the hinterlands, state and local parks, or whatever floats your favorite love's boat.  but it is also fashionable enough to make your man a friday night talk of the town :).  i really loved this vest and will be buying it again... just figuring out who is most deserving and will appreciate it for all the finer qualities it presents!  truly, it is worth the purchase.  ","verified purchase","2023-12-15",5
"1309",1309,"mens shorts","legendary whitetails men's","joseph l.","        very good quality  ","verified purchase","2023-12-09",5
"1310",1310,"mens shorts","legendary whitetails men's","roger bass","        i love the rugged style of this vest. it’s very comfortable. one word of advice; i wear large but i ordered the medium because someone said they ran large. the medium fits me perfectly.  ","verified purchase","2023-12-03",5
"1311",1311,"mens shorts","legendary whitetails men's","bjm","        love this vest. fit was perfect. easy to put layers under it.very durable  ","verified purchase","2021-01-17",5
"1312",1312,"mens shorts","legendary whitetails men's","newnham","        very nice, very happ fits perfect.  ","verified purchase","2023-03-02",5
"1313",1313,"mens shorts","legendary whitetails men's","esteban balderas gonzález","      excelente calidad y útil para clima frío.    ","verified purchase","2024-01-21",5
"1314",1314,"mens shorts","legendary whitetails men's","todd dawson","        i looked at a ton of vests before buying this one.  i have also owned carhartts, and other brands we all know about.  they were all fine, but wanted to give a new one a try.  i'm extremely happy with this vest.  i am 6'4"" 205 lbs and ordered the large tall and it fit perfect.  the quality looks great and love the inside flannel lining.  the pockets are not loose but not a pain to get your hand in and out.  i would buy this vest again and recommend it.  ","verified purchase","2022-11-29",5
"1315",1315,"mens shorts","legendary whitetails men's","kchadd","        personally i think these vests run a little small. (my husband wears a hoodie under his however). we returned one & reordered a size larger.the vest itself is great!  so glad we purchased it. the fabric is very nice and (laughing) ample pockets.  ","verified purchase","2024-01-10",5
"1316",1316,"mens shorts","legendary whitetails men's","rob","        love the extra pockets and the fit  ","verified purchase","2023-12-21",5
"1317",1317,"mens shorts","legendary whitetails men's","joanne jarema","        nice looking vest but, when my husband tried this vest on the zipper was sticking to the fabric near the zipper.  i would love to return the product but it would cost me more for shipping than the product is worth.  ","verified purchase","2024-01-06",2
"1318",1318,"mens shorts","legendary whitetails men's","nicholas","        fits great and seems decent quality.  i like the tall sizes  ","verified purchase","2021-09-24",5
"1319",1319,"mens shorts","legendary whitetails men's","danny crabtree","        love it,  comfortable  ","verified purchase","2024-02-13",5
"1320",1320,"mens shorts","legendary whitetails men's","bruce a. kemper","        the vest appears to be quite well made. haven't used it in cold weather but i think it'll be warm. i'm a 46 inch chest, 212 lbs man and the xl could be a tiny bit fuller cut but a xxl would be huge on me.  ","verified purchase","2022-03-13",5
"1321",1321,"mens shorts","legendary whitetails men's","john morrison","        do not buy. poor sewing on seam. need to repair after two months  ","verified purchase","2021-11-12",1
"1322",1322,"mens shorts","legendary whitetails men's","john morrison","        not great sizing if you are used to carhart sizes these will be smaller.  ","verified purchase","2022-01-06",1
"1323",1323,"mens shorts","legendary whitetails men's","travais johnson","        bought a 2xl that’s my size it fit like a large.is that why the price was so cheap? wasted my time ,had to send it back.never again  ","verified purchase","2021-06-09",3
"1324",1324,"mens shorts","legendary whitetails men's","pc","        this vest has a great finish on it and the lining is great quality and warm.  the chest pocket is great for my cellphone and the hand pockets are big enough for my paws and are super soft.  i wear this inside and out.  i live ny so it can get quite cold.  this layers pretty well too!  ","verified purchase","2023-11-10",1
"1325",1325,"mens shorts","legendary whitetails men's","kristopher m. baker","        this is a quality , well thought out vest.  it's got the right pockets.  feels great. perfect for fall and spring....maybe even winter with a good hoodie underneath.  highly recommended!!  ","verified purchase","2023-05-26",5
"1326",1326,"mens shorts","legendary whitetails men's","govii","        quality construction. thoughtful design. pockets are functional with security features.  2 tone combination has been complimentary. however, sizing chart may require some reconfiguration.  i am a 42 chest, 34 waist. i purchased a large per manufacturer recommendation.  the vest was way too large in every dimension. easy exchange. medium was a perfect fit! now a happy camper.  ","verified purchase","2023-11-12",5
"1327",1327,"mens shorts","legendary whitetails men's","jay","        as seems to be a norm these days some companies create clothing smaller than the ""accepted"" sizing. the vest is nice and i will reorder do yourself a favor and order that next size up!  ","verified purchase","2023-10-29",5
"1328",1328,"mens shorts","legendary whitetails men's","keith b.","        my wife bought this for me christmas 2023.  an absolutely an excellent product. the outside is made of essentially a synthetic suede.  it's thick and tough, it feels like leather and looks like leather, but resists stains.  the zipper is metal.  it's fully lined with an assortment of pockets inside and out -- some with zippers, some with flaps, some hidden.  i wear it to outside, inside.  it looks great and it's probably the best christmas i've received in decades.  exactly what i wanted.  ","verified purchase","2024-01-17",3
"1329",1329,"mens shorts","legendary whitetails men's","dennis","        item is durable and a nice weight.  only complaint was that i received the incorrect size and had to exchange.  nice color and exactly what i was looking for  ","verified purchase","2023-12-31",5
"1330",1330,"mens shorts","legendary whitetails men's","missy williams","        bought this for my husband as an anniversary gift and he loves it! great to work in. he’s 6’, 220lbs and size large fits great! also washes up really good too!  ","verified purchase","2021-03-24",5
"1331",1331,"mens shorts","legendary whitetails men's","honey","        i gave this as a gift to my husband and he loved it, is made with quality material and it keeps him warm and is not puffy.  ","verified purchase","2024-01-23",5
